SeqName	Length	Cys	NT	NR	RefSeq	SwissProt	KOALAKEGG	Hits	PFAM	SignalP?	Allergenic?	Conserved?	GO ?	EC	Up in males/larvae?	Class
SSAE_03180	1372	2	NA	NA	NA	NA	none	unknown	no	Secreted	no	conserved	none	none	Unrelated	unrelated unknown Secreted conserved transcript 
SSAE_03181	686	1	NA	hypothetical protein ALC62_06399, partial	gi|1009379763|gb|KYN02821.1|hypothetical protein ALC62_06399, partial [Cyphomyrmex costatus]	NA	none	blasted	no	Secreted	Allergenic	conserved	none	none	no	Secreted Allergenic conserved transcript 
SSAE_03182	1399	1	Harpegnathos saltator laccase-5 (LOC105184999) transcript variant mRNA	l-ascorbate oxidase	gi|322802711|gb|EFZ22928.1|hypothetical protein SINV_01510, partial [Solenopsis invicta]	NA	none	blasted	no	Secreted	no	conserved	F:copper ion binding; F:oxidoreductase activity; P:oxidation-reduction process; F:G-protein coupled receptor activity; P:G-protein coupled receptor signaling pathway; C:integral component of membrane; P:detection of chemical stimulus involved in sensory perception of smell; C:plasma membrane; F:olfactory receptor activity	none	no	Secreted conserved transcript 
SSAE_03183	581	1	Monomorium pharaonis orexin receptor type 2-like (LOC105830948) transcript variant mRNA	orexin receptor type 2-like isoform X1	gi|332028601|gb|EGI68638.1|Orexin receptor type 1 [Acromyrmex echinatior]	OX2R_PIG Orexin receptor type 2 OS=Sus scrofa GN=HCRTR2 PE=2 SV=2	none	blasted	no	Secreted	no	conserved	neuropeptide Y receptor activity,G-protein coupled receptor signaling pathway coupled to cyclic nucleotide second messenger,neuropeptide signaling pathway,chemical synaptic transmission,integral component of membrane	none	no	Secreted conserved transcript 
SSAE_03185	176	3	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_03186	412	2	Solenopsis invicta uncharacterized LOC105203894 (LOC105203894) mRNA	PREDICTED: uncharacterized protein LOC105203894	gi|751234746|ref|XP_011171120.1|PREDICTED: uncharacterized protein LOC105203894 [Solenopsis invicta]	NA	none	blasted	Peptidase_A17	No	no	-	F:nucleic acid binding; P:DNA integration	none	no	Peptidase_A17
SSAE_03187	1411	1	DNA sequence from clone moy2- complete sequence	integrase core domain	gi|322792488|gb|EFZ16465.1|hypothetical protein SINV_10383, partial [Solenopsis invicta]	COPIA_DROME Copia OS=Drosophila melanogaster GN=GIP PE=1 SV=3	none	blasted	no	No	no	conserved	F:binding	none	no	conserved transcript
SSAE_03188	1101	1	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	Unrelated	unrelated unknown conserved transcript 
SSAE_03189	202	3	NA	NA	NA	NA	none	unknown	no	Secreted	Allergenic	-	none	none	no	unknown Secreted Allergenic  
SSAE_03191	423	2	Pseudomyrmex gracilis uncharacterized LOC109852102 (LOC109852102) transcript variant mRNA	golgin subfamily A member 6 6	gi|795015503|ref|XP_011858175.1|PREDICTED: uncharacterized protein LOC105555743, partial [Vollenhovia emeryi]	NA	none	blasted	no	Secreted	Allergenic	conserved	F:RNA-directed DNA polymerase activity; C:membrane; C:integral component of membrane; P:RNA-dependent DNA biosynthetic process	none	no	Secreted Allergenic conserved transcript 
SSAE_03192	542	2	NA	NA	NA	NA	none	unknown	no	Secreted	Allergenic	conserved	none	none	no	unknown Secreted Allergenic conserved transcript 
SSAE_03193	407	1	Solenopsis invicta uncharacterized LOC105206174 (LOC105206174) mRNA	reverse ribonuclease	gi|751239956|ref|XP_011173991.1|PREDICTED: uncharacterized protein LOC105206174, partial [Solenopsis invicta]	NA	none	blasted	no	No	no	-	F:nucleic acid binding; F:aspartic-type endopeptidase activity; P:proteolysis; P:DNA integration	none	no	similar to 
SSAE_03194	130	1	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_03196	447	0	Cerapachys biroi uncharacterized LOC105284834 (LOC105284834) mRNA	golgin subfamily A member 6 22	gi|751240990|ref|XP_011174559.1|PREDICTED: uncharacterized protein LOC105206790, partial [Solenopsis invicta]	NA	none	blasted	no	No	no	conserved	F:nucleic acid binding; F:RNA-directed DNA polymerase activity; P:RNA-dependent DNA biosynthetic process	none	no	conserved transcript 
SSAE_03197	1037	2	NA	hypothetical protein ALC53_06881	gi|1009357436|gb|KYM82706.1|hypothetical protein ALC53_06881 [Atta colombica]	NA	none	blasted	no	No	Allergenic	conserved	none	none	no	Allergenic conserved transcript 
SSAE_03198	678	2	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_03199	638	9	NA	cell adhesion molecule 1-like isoform X1	gi|322797468|gb|EFZ19539.1|hypothetical protein SINV_11117, partial [Solenopsis invicta]	NA	none	blasted	no	No	no	conserved	C:membrane	none	no	conserved transcript 
SSAE_03200	1044	4	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript
SSAE_03201	246	2	Stenamma diecki isolate 16183ste ultra conserved element locus uce-742 genomic sequence	hypothetical protein SINV_06080, partial	gi|322793754|gb|EFZ17138.1|hypothetical protein SINV_06080, partial [Solenopsis invicta]	NA	none	blasted	no	Secreted	no	conserved	none	none	Unrelated	unrelated Secreted conserved transcript 
SSAE_03202	226	1	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_03203	266	3	Solenopsis invicta golgin subfamily A member 6 6 (LOC105198747) mRNA	golgin subfamily A member 6 6	gi|322790808|gb|EFZ15520.1|hypothetical protein SINV_05993, partial [Solenopsis invicta]	NA	none	blasted	no	No	Allergenic	-	none	none	no	Allergenic  
SSAE_03204	1052	3	Plutella xylostella uncharacterized LOC105392463 (LOC105392463) transcript variant mRNA	reverse ribonuclease	gi|751211092|ref|XP_011158274.1|PREDICTED: uncharacterized protein LOC105194858 [Solenopsis invicta]	TF29_SCHPO Transposon Tf2-9 poly OS=Schizosaccharomyces pombe (strain 972 ATCC 24843) GN=Tf2-9 PE=3 SV=1	none	blasted	no	No	no	-	F:nucleic acid binding; P:DNA integration	none	no	similar to 
SSAE_03205	1217	0	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_03206	297	6	NA	hypothetical protein X777_14506	gi|607353096|gb|EZA47935.1|hypothetical protein X777_14506 [Cerapachys biroi]	NA	none	blasted	no	No	no	conserved	none	none	no	conserved transcript 
SSAE_03207	668	1	Solenopsis invicta myoneurin-like (LOC105205595) transcript variant mRNA	zinc finger 836	gi|751238677|ref|XP_011173299.1|PREDICTED: zinc finger protein 74-like isoform X3 [Solenopsis invicta]	NA	none	blasted	no	Secreted	no	conserved	F:nucleic acid binding; F:metal ion binding	none	no	Secreted conserved transcript 
SSAE_03208	620	1	NA	NA	NA	NA	none	unknown	no	Secreted	no	conserved	none	none	no	unknown Secreted conserved transcript 
SSAE_03209	613	6	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_03210	802	5	Pogonomyrmex barbatus uncharacterized LOC105427145 (LOC105427145) mRNA	phosphoinositide 3-kinase regulatory subunit 4	gi|861608813|gb|KMQ84880.1|hypothetical protein RF55_16962, partial [Lasius niger]	NA	none	blasted	no	No	no	conserved	F:organic cyclic compound binding; F:heterocyclic compound binding; F:ion binding	none	no	conserved transcript 
SSAE_03211	884	2	Solenopsis invicta nuclear pore complex DDB_G0274915 homolog (LOC105201257) mRNA	fatty acid synthase-	gi|751235635|ref|XP_011171607.1|PREDICTED: uncharacterized protein LOC105204247 [Solenopsis invicta]	NA	none	blasted	no	No	Allergenic	conserved	none	none	no	Allergenic conserved transcript 
SSAE_03212	941	2	Rhagoletis zephyria uncharacterized LOC108369286 (LOC108369286) transcript variant mRNA	RNA-directed DNA polymerase from mobile element jockey-like	gi|795008164|ref|XP_011873718.1|PREDICTED: RNA-directed DNA polymerase from mobile element jockey-like [Vollenhovia emeryi]	NA	none	blasted	no	No	no	conserved	none	none	no	conserved transcript 
SSAE_03213	878	3	Solenopsis invicta uncharacterized LOC105206075 (LOC105206075) mRNA	PREDICTED: uncharacterized protein LOC105206075, partial	gi|751239798|ref|XP_011173905.1|PREDICTED: uncharacterized protein LOC105206075, partial [Solenopsis invicta]	NA	none	blasted	no	No	no	conserved	none	none	no	conserved transcript 
SSAE_03214	147	1	Homo sapiens flanking sequence of initiation site for DNA clone: 2D_3D03	hypothetical protein T06_6413	gi|954237107|gb|KRX33834.1|hypothetical protein T06_6413 [Trichinella sp. T6]	NA	none	blasted	no	No	no	unique	none	none	no	contaminant
SSAE_03216	555	4	Trachymyrmex cornetzi polypeptide N-acetylgalactosaminyltransferase 35A-like (LOC108759200) transcript variant mRNA	Polypeptide N-acetylgalactosaminyltransferase 35A	gi|751206250|ref|XP_011155637.1|PREDICTED: polypeptide N-acetylgalactosaminyltransferase 35A-like [Solenopsis invicta]	GLT11_XENTR Polypeptide N-acetylgalactosaminyltransferase 11 OS=Xenopus tropicalis GN=galnt11 PE=1 SV=2	GALNT; polypeptide N-acetylgalactosaminyltransferase [EC:2.4.1.41]	blasted	Glycos_transf_2	No	no	conserved	F:transferase activity	none	no	conserved Glycos_transf_2
SSAE_03217	1248	1	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_03218	453	1	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_03219	356	3	Stomoxys calcitrans uncharacterized LOC106086974 (LOC106086974) transcript variant mRNA	Transposable element Tc3 transposase	gi|751240663|ref|XP_011174380.1|PREDICTED: uncharacterized protein LOC105206592 [Solenopsis invicta]	NA	none	blasted	no	No	no	-	none	none	no	similar to 
SSAE_03220	241	1	NA	NA	NA	NA	none	unknown	no	Secreted	Allergenic	-	none	none	no	unknown Secreted Allergenic  
SSAE_03221	370	3	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_03222	301	3	NA	NA	NA	NA	none	unknown	no	Secreted	no	-	none	none	no	unknown Secreted  
SSAE_03223	470	0	NA	NA	NA	NA	none	unknown	no	Secreted	Allergenic	-	none	none	no	unknown Secreted Allergenic  
SSAE_03224	536	8	Pogonomyrmex barbatus ankyrin repeat domain-containing 16-like (LOC105425793) transcript variant mRNA	ankyrin repeat domain-containing 16-like isoform X2	gi|769847381|ref|XP_011635023.1|PREDICTED: ankyrin repeat domain-containing protein 16-like isoform X2 [Pogonomyrmex barbatus]	NA	none	blasted	no	No	no	conserved	none	none	no	conserved transcript 
SSAE_03225	342	1	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_03226	275	4	NA	NA	NA	NA	none	unknown	no	Secreted	no	-	none	none	no	unknown Secreted  
SSAE_03227	1035	5	Wasmannia auropunctata uncharacterized LOC105462826 (LOC105462826) mRNA	hypothetical protein ALC57_09637	gi|1009397553|gb|KYN18063.1|hypothetical protein ALC57_09637 [Trachymyrmex cornetzi]	NA	none	blasted	no	No	Allergenic	conserved	F:nucleic acid binding	none	no	Allergenic conserved transcript 
SSAE_03228	382	3	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_03229	524	2	NA	NA	NA	NA	none	unknown	no	Secreted	no	conserved	none	none	no	unknown Secreted conserved transcript 
SSAE_03230	417	1	NA	NA	NA	NA	none	unknown	no	Secreted	no	-	none	none	no	unknown Secreted  
SSAE_03231	334	2	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_03232	426	0	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_03233	414	3	Helicoverpa armigera pupae DNA	Transposable element P transposase	gi|322797770|gb|EFZ19716.1|hypothetical protein SINV_01146, partial [Solenopsis invicta]	NA	none	blasted	no	Secreted	Allergenic	-	F:nucleic acid binding; F:transposase activity; P:transposition	none	no	Secreted Allergenic  
SSAE_03234	413	2	NA	NA	NA	NA	none	unknown	no	No	Allergenic	-	none	none	no	unknown Allergenic 
SSAE_03235	291	0	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	Unrelated	unrelated unknown conserved transcript 
SSAE_03236	661	4	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_03237	356	5	Trachymyrmex cornetzi uncharacterized LOC108758765 (LOC108758765) transcript variant mRNA	NA	NA	NA	none	blasted	no	Secreted	no	conserved	none	none	no	Secreted conserved transcript 
SSAE_03238	640	1	Vollenhovia emeryi uncharacterized LOC105555925 (LOC105555925) mRNA	PREDICTED: uncharacterized protein LOC105555925	gi|795016058|ref|XP_011858365.1|PREDICTED: uncharacterized protein LOC105555925 [Vollenhovia emeryi]	NA	none	blasted	rve              	No	no	conserved	none	none	no	conserved rve 
SSAE_03239	379	4	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	Unrelated	unrelated unknown conserved transcript 
SSAE_03240	511	0	Harpegnathos saltator 60S ribosomal L11 (LOC105183724) transcript variant mRNA	60S ribosomal L11	gi|751228086|ref|XP_011167437.1|PREDICTED: 60S ribosomal protein L11 [Solenopsis invicta]	RL11_DROME 60S ribosomal L11 OS=Drosophila melanogaster GN= 11 PE=1 SV=2	RP-L11e; large subunit ribosomal protein L11e	blasted	Ribosomal_L5_C	Secreted	Allergenic	conserved	F:structural constituent of ribosome; C:ribosome; P:translation	none	no	Secreted Allergenic conserved Ribosomal_L5_C
SSAE_03241	344	5	Vollenhovia emeryi golgin subfamily A member 6 6 (LOC105556381) mRNA	golgin subfamily A member 6 6	gi|322784045|gb|EFZ11181.1|hypothetical protein SINV_03860, partial [Solenopsis invicta]	NA	none	blasted	no	No	no	conserved	F:RNA-directed DNA polymerase activity; P:RNA-dependent DNA biosynthetic process	none	no	conserved transcript 
SSAE_03242	402	8	NA	hypothetical protein SINV_08665, partial	gi|322800578|gb|EFZ21564.1|hypothetical protein SINV_08665, partial [Solenopsis invicta]	NA	none	blasted	no	No	Allergenic	conserved	none	none	no	Allergenic conserved transcript 
SSAE_03243	421	4	Solenopsis invicta uncharacterized LOC105201406 (LOC105201406) mRNA	PREDICTED: uncharacterized protein LOC105201406	gi|751228578|ref|XP_011167706.1|PREDICTED: uncharacterized protein LOC105201406 [Solenopsis invicta]	NA	none	blasted	no	No	Allergenic	-	none	none	no	Allergenic  
SSAE_03244	437	3	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_03245	278	1	Cerapachys biroi ATP-citrate synthase (LOC105285413) transcript variant mRNA	ATP-citrate synthase	gi|751204475|ref|XP_011175791.1|PREDICTED: ATP-citrate synthase [Solenopsis invicta]	ACLY_SHEEP ATP-citrate synthase OS=Ovis aries GN=ACLY PE=2 SV=1	none	blasted	Citrate_bind     	No	Allergenic	conserved	F:ATP binding; F:ATP citrate synthase activity; C:cytoplasm; F:metal ion binding; F:cofactor binding; P:acetyl-CoA biosynthetic process; P:lipid metabolic process; P:citrate metabolic process	ATP citrate synthase	no	Allergenic conserved Citrate_bind ATP citrate synthase 
SSAE_03246	333	0	Camponotus floridanus wings apart-like (LOC105256286) transcript variant mRNA	wings apart-like	gi|751218255|ref|XP_011162154.1|PREDICTED: protein wings apart-like [Solenopsis invicta]	NA	none	blasted	no	No	Allergenic	conserved	none	none	no	Allergenic conserved transcript 
SSAE_03247	510	3	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_03248	359	0	NA	NA	NA	NA	none	unknown	no	No	Allergenic	-	none	none	no	unknown Allergenic  
SSAE_03249	156	0	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_03250	475	5	Solenopsis invicta asparagine-rich zinc finger AZF1-like (LOC105198842) transcript variant mRNA	NA	NA	NA	none	blasted	no	No	no	-	none	none	no	similar to 
SSAE_03251	494	1	Trachymyrmex cornetzi FGGY carbohydrate kinase domain-containing (LOC108765866) transcript variant mRNA	FGGY carbohydrate kinase domain-containing	gi|751213251|ref|XP_011159434.1|PREDICTED: FGGY carbohydrate kinase domain-containing protein [Solenopsis invicta]	FGGY_MOUSE FGGY carbohydrate kinase domain-containing OS=Mus musculus GN=Fggy PE=1 SV=1	none	blasted	FGGY_C           	No	no	conserved	P:carbohydrate metabolic process; P:phosphorylation; F:phosphotransferase activity, alcohol group as acceptor; F:kinase activity	none	no	conserved FGGY_C  
SSAE_03252	328	3	NA	NA	NA	NA	none	unknown	no	Secreted	Allergenic	-	none	none	no	unknown Secreted Allergenic  
SSAE_03255	411	2	Pseudomyrmex gracilis uncharacterized LOC109862673 (LOC109862673) mRNA	ATP-dependent DNA helicase PIF1	gi|795017268|ref|XP_011858793.1|PREDICTED: uncharacterized protein LOC105556322 [Vollenhovia emeryi]	NA	none	blasted	no	No	Allergenic	conserved	P:DNA metabolic process; F:hydrolase activity	none	no	Allergenic conserved transcript 
SSAE_03256	572	5	NA	hypothetical protein ALC56_15173	gi|1009411510|gb|KYN30477.1|hypothetical protein ALC56_15173 [Trachymyrmex septentrionalis]	NA	none	blasted	no	Secreted	no	conserved	none	none	no	Secreted conserved transcript 
SSAE_03257	310	5	Solenopsis invicta uncharacterized LOC105207047 (LOC105207047) mRNA	zinc finger MYM-type 1-like	gi|307185056|gb|EFN71272.1|Zinc finger MYM-type protein 1, partial [Camponotus floridanus]	NA	none	blasted	no	Secreted	Allergenic	-	F:binding	none	no	Secreted Allergenic  
SSAE_03258	537	0	Solenopsis invicta ankyrin repeat domain-containing 50 (LOC105197433) transcript variant mRNA	NA	NA	NA	none	blasted	no	No	no	-	none	none	no	similar to 
SSAE_03259	490	5	NA	NA	NA	NA	none	unknown	no	Secreted	no	conserved	none	none	no	unknown Secreted conserved transcript 
SSAE_03260	359	1	Solenopsis invicta probable cytochrome P450 6a14 (LOC105195645) mRNA	NA	NA	NA	none	blasted	no	Secreted	no	-	none	none	no	Secreted  
SSAE_03261	281	6	NA	NA	NA	NA	none	unknown	no	No	Allergenic	-	none	none	no	unknown Allergenic  
SSAE_03262	196	3	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_03263	516	0	Solenopsis invicta golgin subfamily A member 6 22 (LOC105202699) transcript variant mRNA	janus kinase and microtubule-interacting 3 isoform X1	gi|751232058|ref|XP_011169625.1|PREDICTED: golgin subfamily A member 6-like protein 22 isoform X1 [Solenopsis invicta]	NA	none	blasted	no	No	Allergenic	conserved	none	none	no	Allergenic conserved transcript 
SSAE_03265	610	1	Solenopsis invicta uncharacterized LOC105202202 (LOC105202202) mRNA	PREDICTED: uncharacterized protein LOC105202202	gi|751230754|ref|XP_011168900.1|PREDICTED: uncharacterized protein LOC105202202 [Solenopsis invicta]	RNH_ANADE Ribonuclease H OS=Anaeromyxobacter dehalogenans (strain 2CP-C) GN=rnhA PE=3 SV=1	none	blasted	RNase_H          	Secreted	no	-	none	none	no	Secreted RNase_H  
SSAE_03266	610	1	Solenopsis invicta serine protease nudel (LOC105197209) mRNA	NA	NA	NA	none	blasted	no	Secreted	Allergenic	-	none	none	no	Secreted Allergenic  
SSAE_03267	367	3	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_03269	571	1	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
